timestamp,ax,ay,az,gx,gy,gz,label
2020-03-19,16:52:50.656,-0.028076, -0.026611, 0.993652,-4.661560, -1.220703, 1.724243,rivka
2020-03-19,16:52:50.683,-0.032715, -0.018555, 0.987549,-5.126953, -2.044678, 1.785278,rivka
2020-03-19,16:52:50.711,-0.016602, -0.027344, 0.975342,-8.071899, -0.022888, 1.586914,rivka
2020-03-19,16:52:50.741,-0.032715, -0.027832, 0.986816,-10.620117, -2.197266, 1.197815,rivka
2020-03-19,16:52:50.770,-0.030518, -0.034424, 0.991699,-11.886597, -3.311157, -0.328064,rivka
2020-03-19,16:52:50.800,-0.023926, -0.047119, 0.978516,-12.298584, -3.440857, -2.540588,rivka
2020-03-19,16:52:50.828,-0.013428, -0.076660, 0.971924,-7.911682, -1.853943, -4.058838,rivka
2020-03-19,16:52:50.855,-0.007568, -0.067383, 0.972168,-0.328064, -0.671387, -2.349854,rivka
2020-03-19,16:52:50.886,-0.017334, -0.053955, 0.984131,1.815796, -0.099182, -1.548767,rivka
2020-03-19,16:52:50.914,-0.016113, -0.036377, 0.999756,5.172729, -3.082275, -1.304626,rivka
2020-03-19,16:52:50.941,-0.026367, -0.034668, 0.964111,1.029968, -3.311157, -1.510620,rivka
2020-03-19,16:52:50.969,-0.020752, -0.029541, 0.978516,-5.668640, -4.974365, -0.030518,rivka
2020-03-19,16:52:50.997,-0.020752, -0.046631, 0.979736,-7.209778, -6.134033, 3.036499,rivka
2020-03-19,16:52:51.026,-0.014404, -0.019775, 0.992188,-15.563965, -10.192871, 3.791809,rivka
2020-03-19,16:52:51.055,0.000977, -0.074463, 0.977783,-18.402100, -14.961243, 2.830505,rivka
2020-03-19,16:52:51.083,0.015625, -0.086914, 0.991699,-18.516541, -15.830994, 0.038147,rivka
2020-03-19,16:52:51.110,0.044922, -0.122314, 0.997314,-2.616882, -11.009216, 0.770569,rivka
2020-03-19,16:52:51.138,0.043457, -0.066162, 1.003906,7.766724, -4.241943, 0.556946,rivka
2020-03-19,16:52:51.168,0.025391, -0.053223, 0.991211,3.593445, 3.120422, -4.913330,rivka
2020-03-19,16:52:51.197,-0.004395, -0.041016, 0.965088,-5.668640, -2.510071, -2.944946,rivka
2020-03-19,16:52:51.227,0.026123, -0.062988, 0.956787,-18.432617, -4.173279, -8.125305,rivka
2020-03-19,16:52:51.254,0.037109, -0.068848, 0.972412,-17.219543, -3.181458, -2.357483,rivka
2020-03-19,16:52:51.282,0.041260, -0.094727, 0.973389,-16.883850, 0.236511, -2.952576,rivka
2020-03-19,16:52:51.310,0.051514, -0.093506, 0.996826,-10.337830, 2.685547, 2.189636,rivka
2020-03-19,16:52:51.339,0.044678, -0.118652, 0.967285,-6.843567, 5.348206, -0.846863,rivka
2020-03-19,16:52:51.366,0.040283, -0.080322, 0.955078,4.631042, 10.879517, -0.411987,rivka
2020-03-19,16:52:51.394,0.027100, -0.091309, 0.995117,4.432678, 10.459900, -1.159668,rivka
2020-03-19,16:52:51.422,0.000732, -0.079590, 0.979492,7.438660, 11.421204, -1.144409,rivka
2020-03-19,16:52:51.450,0.009521, -0.066895, 0.989746,7.270813, 6.355286, 1.541138,rivka
2020-03-19,16:52:51.478,0.002441, -0.079590, 0.980957,4.959106, 2.693176, 0.984192,rivka
2020-03-19,16:52:51.505,0.014648, -0.078369, 0.991455,4.058838, -0.198364, 0.885010,rivka
2020-03-19,16:52:51.533,0.017578, -0.058594, 0.983887,0.892639, 0.022888, 0.617981,rivka
2020-03-19,16:52:51.561,0.011719, -0.054688, 0.978760,-1.358032, -2.067566, -0.183105,rivka
2020-03-19,16:52:51.589,0.022461, -0.077148, 0.983643,0.572205, -3.273010, -0.175476,rivka
2020-03-19,16:52:51.618,0.037109, -0.075928, 0.984131,3.669739, -3.097534, 2.494812,rivka
2020-03-19,16:52:51.646,0.015625, -0.059570, 0.966064,2.883911, 0.381470, 0.793457,rivka
2020-03-19,16:52:51.673,0.034668, -0.061768, 0.982422,5.210876, 1.708984, -1.228333,rivka
2020-03-19,16:52:51.701,0.028564, -0.050781, 0.988281,2.319336, 2.136230, -0.892639,rivka
2020-03-19,16:52:51.730,0.032959, -0.055908, 0.977051,4.165649, 2.143860, 0.289917,rivka
2020-03-19,16:52:51.758,0.027344, -0.044922, 0.977783,0.083923, 2.006531, 0.221252,rivka
2020-03-19,16:52:51.786,0.027344, -0.051758, 0.979492,3.082275, 2.876282, -1.640320,rivka
2020-03-19,16:52:51.814,0.025146, -0.038818, 0.987549,-0.213623, 2.639771, -2.281189,rivka
2020-03-19,16:52:51.842,0.027588, -0.032715, 0.968750,0.259399, 1.434326, -1.693726,rivka
2020-03-19,16:52:51.870,0.026123, -0.054443, 0.982666,0.709534, 2.143860, -1.327515,rivka
2020-03-19,16:52:51.897,0.021240, -0.046387, 0.986572,-0.335693, 0.076294, -1.556396,rivka
2020-03-19,16:52:51.925,0.032471, -0.048096, 0.988525,2.883911, 0.778198, 0.068665,rivka
2020-03-19,16:52:51.953,0.030762, -0.046387, 0.983398,6.164551, 2.143860, 0.587463,rivka
2020-03-19,16:52:51.980,0.025391, -0.035400, 0.978271,6.240845, 0.816345, 0.892639,rivka
2020-03-19,16:52:52.009,0.022217, -0.022705, 0.989502,-2.418518, -1.449585, -0.625610,rivka
2020-03-19,16:52:52.037,0.039062, -0.042236, 0.995117,2.853394, 0.129700, -2.037048,rivka
2020-03-19,16:52:52.064,0.033447, -0.044678, 0.982178,3.242493, 1.724243, -1.159668,rivka
2020-03-19,16:52:52.092,0.032471, -0.028320, 0.972412,4.005432, 1.197815, -1.220703,rivka
2020-03-19,16:52:52.119,0.037598, -0.020020, 0.977295,-2.136230, 1.060486, 0.007629,rivka
2020-03-19,16:52:52.148,0.037354, -0.038574, 0.984619,-2.090454, 3.448486, 0.663757,rivka
2020-03-19,16:52:52.176,0.029297, -0.028809, 0.980469,-2.059937, 4.623413, -0.228882,rivka
2020-03-19,16:52:52.203,0.025879, -0.021240, 0.979736,-1.243591, 2.876282, -0.160217,rivka
2020-03-19,16:52:52.231,0.028564, -0.023438, 0.990234,-4.341125, 2.693176, -0.106812,rivka
2020-03-19,16:52:52.258,0.027588, -0.029297, 0.994385,-4.997253, 1.823425, 0.343323,rivka
2020-03-19,16:52:52.287,0.026611, -0.031494, 0.977295,-1.342773, 2.235413, 0.831604,rivka
2020-03-19,16:52:52.318,0.030518, -0.038574, 0.983887,0.030518, 2.593994, 1.502991,rivka
2020-03-19,16:52:52.346,0.031006, -0.020508, 0.985840,-2.769470, 3.051758, -0.518799,rivka
2020-03-19,16:52:52.374,0.031006, -0.016846, 0.985596,-3.723145, 2.960205, -1.197815,rivka
2020-03-19,16:52:52.401,0.045654, -0.016113, 0.986084,-0.793457, 2.464294, -1.449585,rivka
2020-03-19,16:52:52.430,0.026855, -0.046875, 0.979248,3.082275, 4.730225, -2.777100,rivka
2020-03-19,16:52:52.459,0.024414, -0.022461, 0.989990,10.963440, 7.301331, -4.898071,rivka
2020-03-19,16:52:52.486,0.018066, -0.000732, 0.982666,3.654480, 4.783630, -3.181458,rivka
2020-03-19,16:52:52.514,0.024414, -0.020752, 0.991455,-3.181458, 3.250122, -0.717163,rivka
2020-03-19,16:52:52.542,0.022949, -0.021973, 0.974121,-6.713867, 3.128052, -0.984192,rivka
2020-03-19,16:52:52.571,0.024414, -0.019287, 0.986816,-6.965637, 3.379822, 1.457214,rivka
2020-03-19,16:52:52.599,0.019775, -0.030762, 0.991943,-1.182556, 2.105713, 1.373291,rivka
2020-03-19,16:52:52.627,0.016846, -0.023438, 0.996826,-1.663208, 2.029419, -0.190735,rivka
2020-03-19,16:52:52.654,0.001709, -0.019775, 0.985352,-0.015259, 1.029968, -0.785828,rivka
2020-03-19,16:52:52.682,0.019043, -0.032227, 0.986816,2.090454, 1.876831, 0.846863,rivka
2020-03-19,16:52:52.711,0.017822, -0.013184, 0.983643,3.753662, 1.762390, 0.274658,rivka
2020-03-19,16:52:52.740,0.009521, -0.004883, 0.981201,-0.236511, -1.144409, -0.312805,rivka
2020-03-19,16:52:52.767,0.019531, -0.008301, 0.973389,-2.288818, -2.601624, -0.823975,rivka
2020-03-19,16:52:52.795,0.036621, -0.028564, 0.973389,-1.213074, -0.541687, -0.411987,rivka
2020-03-19,16:52:52.822,0.039307, -0.034424, 0.976807,0.999451, 1.968384, -1.991272,rivka
2020-03-19,16:52:52.851,0.043701, -0.023438, 1.000732,5.218506, 4.348755, -3.898621,rivka
2020-03-19,16:52:52.879,0.028809, -0.001221, 0.983398,3.318787, 7.179260, -2.334595,rivka
2020-03-19,16:52:52.907,0.026855, -0.016602, 0.986328,1.510620, 6.446838, -1.243591,rivka
2020-03-19,16:52:52.934,0.020508, -0.019775, 0.978516,4.196167, 6.011963, -0.854492,rivka
2020-03-19,16:52:52.962,0.000488, 0.010742, 0.981201,4.547119, 3.349304, -0.892639,rivka
2020-03-19,16:52:52.990,0.007812, 0.020996, 1.005371,-0.801086, -0.923157, 0.556946,rivka
2020-03-19,16:52:53.018,0.013916, 0.000000, 0.993408,-5.210876, -1.457214, 0.938416,rivka
2020-03-19,16:52:53.046,0.018555, -0.008545, 0.976562,-2.578735, -2.014160, -1.129150,rivka
2020-03-19,16:52:53.074,0.024170, 0.007568, 0.983398,-0.038147, -1.586914, -1.876831,rivka
2020-03-19,16:52:53.101,0.032227, 0.006104, 0.992432,-0.488281, -1.007080, 0.518799,rivka
2020-03-19,16:52:53.132,0.033936, -0.009277, 0.976562,-5.195618, 0.671387, 0.450134,rivka
2020-03-19,16:52:53.160,0.029541, -0.002441, 0.991699,-7.720947, 1.022339, -0.137329,rivka
2020-03-19,16:52:53.187,0.033691, -0.010010, 0.982910,-4.951477, 1.487732, 0.366211,rivka
2020-03-19,16:52:53.215,0.020996, -0.009033, 0.977539,-0.648499, 1.319885, 0.541687,rivka
2020-03-19,16:52:53.242,0.023926, -0.015625, 0.991455,0.175476, 0.930786, 0.061035,rivka
2020-03-19,16:52:53.272,0.021729, 0.009033, 0.993896,-4.249573, -0.694275, 0.236511,rivka
2020-03-19,16:52:53.302,0.028076, -0.003174, 0.975342,-5.867004, -2.357483, 0.869751,rivka
2020-03-19,16:52:53.329,0.035645, -0.011475, 0.982422,-4.638672, -1.701355, 1.213074,rivka
2020-03-19,16:52:53.357,0.043213, -0.011475, 0.982666,-4.783630, 0.381470, 1.785278,rivka
2020-03-19,16:52:53.385,0.037598, -0.012939, 0.982666,-6.057739, 2.563477, 1.327515,rivka
2020-03-19,16:52:53.413,0.033447, -0.008301, 0.971924,-4.341125, 1.976013, -0.518799,rivka
2020-03-19,16:52:53.440,0.036133, -0.020508, 0.971924,-2.304077, 3.524780, 0.434875,rivka
2020-03-19,16:52:53.468,0.031738, -0.013428, 0.993164,0.656128, 4.539490, -0.930786,rivka
2020-03-19,16:52:53.496,0.033447, -0.007568, 0.998779,-1.411438, 3.761292, -0.221252,rivka
2020-03-19,16:52:53.524,0.028320, -0.011230, 0.972900,-2.395630, 4.028320, -0.923157,rivka
