timestamp,ax,ay,az,gx,gy,gz,label
2020-03-22,14:36:43.815,-0.212646, 0.221680, 1.001953,-109.931946, 132.331848, 35.911560, rivka
2020-03-22,14:36:43.841,-0.710693, -0.477539, 1.137451,-96.115112, 69.976807, -24.269104, rivka
2020-03-22,14:36:43.867,-0.755371, -0.588867, 1.205811,74.058533, -66.276550, -53.337097, rivka
2020-03-22,14:36:43.892,-0.464111, -0.211670, 0.927734,186.683655, -146.743774, -70.732117, rivka
2020-03-22,14:36:43.918,0.183838, 0.733154, 0.947021,152.908325, -194.198608, -55.740356, rivka
2020-03-22,14:36:43.947,0.729248, 1.171387, 0.464600,55.969238, -80.146790, 1.991272, rivka
2020-03-22,14:36:43.973,0.453125, 0.856445, 0.710693,-16.120911, 55.496216, 55.053711, rivka
2020-03-22,14:36:44.000,-0.046875, 0.374512, 0.584473,-76.385498, 141.014099, 52.330017, rivka
2020-03-22,14:36:44.026,-0.259521, 0.069336, 0.970703,-43.350220, 91.903687, 10.734558, rivka
2020-03-22,14:36:44.052,-0.243164, 0.029297, 0.963135,8.293152, 30.288696, -17.639160, rivka
2020-03-22,14:36:44.079,-0.177490, 0.268799, 0.987061,25.169373, 12.451172, -17.562866, rivka
2020-03-22,14:36:44.105,-0.255371, 0.273682, 1.188232,27.305603, -75.180054, -7.240295, rivka
2020-03-22,14:36:44.133,0.057373, 0.392334, 0.831299,9.910583, -66.436768, -10.215759, rivka
2020-03-22,14:36:44.159,0.117920, 0.406738, 0.711182,38.574219, -54.740906, 20.095825, rivka
2020-03-22,14:36:44.185,0.091797, 0.470215, 0.857178,10.101318, 11.451721, 10.871887, rivka
2020-03-22,14:36:44.212,-0.044678, 0.360596, 0.960938,23.674011, -45.883179, 18.875122, rivka
2020-03-22,14:36:44.238,0.103516, 0.386719, 0.729492,15.548706, -26.863098, -4.081726, rivka
2020-03-22,14:36:44.263,0.272217, 0.426514, 0.863281,-75.683594, -3.494263, -30.914307, rivka
2020-03-22,14:36:44.289,0.153320, 0.309082, 0.912842,-30.426025, 11.482239, 14.923096, rivka
2020-03-22,14:36:44.315,0.063477, 0.327148, 0.768555,17.646790, 8.575439, 9.956360, rivka
2020-03-22,14:36:44.341,0.194336, 0.623535, 1.048096,-0.373840, 8.827209, 7.080078, rivka
2020-03-22,14:36:44.369,0.061523, 0.398193, 0.945801,-22.514343, -22.933960, 7.102966, rivka
2020-03-22,14:36:44.395,-0.025146, 0.250732, 0.832520,1.609802, -32.653809, 6.721497, rivka
2020-03-22,14:36:44.422,0.180908, 0.440186, 0.714600,4.882812, -29.487610, 4.653931, rivka
2020-03-22,14:36:44.448,0.210205, 0.583496, 0.963379,-32.867432, 8.773804, 5.493164, rivka
2020-03-22,14:36:44.474,0.146240, 0.381348, 0.802979,-51.033020, 48.088074, 5.043030, rivka
2020-03-22,14:36:44.502,0.004395, 0.268555, 0.810547,-39.070129, 47.882080, 3.387451, rivka
2020-03-22,14:36:44.528,0.082764, 0.475342, 1.020020,-56.266785, 42.716980, 1.174927, rivka
2020-03-22,14:36:44.558,0.104736, 0.317383, 0.962402,-79.826355, 51.834106, 5.302429, rivka
2020-03-22,14:36:44.583,-0.096436, 0.084473, 0.869141,-57.769775, 20.835876, -0.389099, rivka
2020-03-22,14:36:44.611,-0.033447, 0.222412, 1.185303,-40.275574, -11.116028, 8.285522, rivka
2020-03-22,14:36:44.639,0.087646, 0.190674, 1.124512,-15.838623, -40.077209, 13.664246, rivka
2020-03-22,14:36:44.665,0.046143, 0.143799, 0.918701,17.799377, -39.085388, 7.530212, rivka
2020-03-22,14:36:44.693,0.220215, 0.333252, 0.832520,18.127441, -3.417969, 5.210876, rivka
2020-03-22,14:36:44.719,0.058105, 0.303955, 0.916016,-12.527466, 12.832642, 0.091553, rivka
2020-03-22,14:36:44.746,-0.002197, 0.191406, 0.989746,-16.998291, 23.925781, -0.007629, rivka
2020-03-22,14:36:44.775,0.079102, 0.208252, 1.017822,-7.957458, 9.033203, 1.785278, rivka
2020-03-22,14:36:44.802,0.054932, 0.231689, 0.978760,7.080078, -5.371094, 5.607605, rivka
2020-03-22,14:36:44.828,0.122803, 0.281982, 0.885254,-0.236511, -4.631042, 3.448486, rivka
2020-03-22,14:36:44.854,0.088135, 0.254883, 0.952637,-6.500244, 3.463745, 1.884460, rivka
2020-03-22,14:36:44.880,-0.020264, 0.183350, 1.001221,-8.544922, -7.247925, 2.983093, rivka
2020-03-22,14:36:44.906,0.005127, 0.172607, 0.953613,1.876831, -26.580811, 5.912781, rivka
2020-03-22,14:36:44.932,0.190430, 0.341553, 1.024414,4.539490, -14.953613, 6.904602, rivka
2020-03-22,14:36:44.958,0.269531, 0.336182, 0.850830,-14.038086, 6.088257, -1.091003, rivka
2020-03-22,14:36:44.983,0.094482, 0.198242, 0.923340,-21.438599, 27.198792, -6.179810, rivka
2020-03-22,14:36:45.009,-0.004150, 0.159668, 1.010010,-12.222290, 7.598877, -4.226685, rivka
2020-03-22,14:36:45.035,0.063477, 0.200195, 0.973633,-4.898071, -0.549316, -1.152039, rivka
2020-03-22,14:36:45.064,0.098145, 0.247559, 0.967529,-7.720947, -1.564026, -0.236511, rivka
2020-03-22,14:36:45.090,0.119385, 0.244629, 0.945068,-14.083862, 5.187988, -1.564026, rivka
2020-03-22,14:36:45.119,0.108887, 0.231934, 0.958984,-17.463684, 12.809753, -3.097534, rivka
2020-03-22,14:36:45.145,0.008789, 0.152588, 0.992188,-15.075684, -2.983093, -1.876831, rivka
2020-03-22,14:36:45.171,0.112549, 0.198242, 0.923828,-10.429382, -3.875732, -1.876831, rivka
2020-03-22,14:36:45.203,0.091553, 0.201416, 0.957520,-12.771606, 3.700256, -3.799438, rivka
2020-03-22,14:36:45.229,0.084717, 0.157471, 0.909180,-9.727478, 17.364502, -1.411438, rivka
2020-03-22,14:36:45.258,0.062744, 0.157227, 0.996582,-3.723145, 9.254456, 2.960205, rivka
2020-03-22,14:36:45.295,0.086670, 0.172119, 0.925537,-13.908386, -4.386902, 4.249573, rivka
2020-03-22,14:36:45.321,0.091553, 0.159180, 0.923584,-11.421204, -7.614136, 15.541077, rivka
2020-03-22,14:36:45.349,-0.076660, 0.082275, 1.076416,-27.435303, -3.486633, -2.189636, rivka
2020-03-22,14:36:45.375,0.009277, 0.115479, 0.977783,-12.413025, -5.836487, 0.205994, rivka
2020-03-22,14:36:45.402,0.099365, 0.168457, 0.988281,-10.055542, 6.401062, 1.098633, rivka
2020-03-22,14:36:45.427,0.082031, 0.139160, 0.962891,-15.464783, 3.143311, -5.714417, rivka
2020-03-22,14:36:45.454,0.084961, 0.145264, 0.981445,-16.349792, 5.805969, -3.471375, rivka
2020-03-22,14:36:45.482,0.088135, 0.114258, 0.948242,-4.943848, 2.296448, -2.090454, rivka
2020-03-22,14:36:45.511,0.100586, 0.145264, 0.937744,-16.914368, 6.584167, -5.271912, rivka
2020-03-22,14:36:45.539,0.076416, 0.096436, 0.963623,-19.889832, 8.956909, -2.998352, rivka
2020-03-22,14:36:45.565,0.129150, 0.136230, 0.974609,-17.669678, 17.127991, 0.183105, rivka
2020-03-22,14:36:45.592,0.085693, 0.102539, 0.958008,-13.977051, 12.489319, -1.853943, rivka
2020-03-22,14:36:45.620,0.008545, 0.040527, 1.012939,-24.703979, 9.208679, -3.295898, rivka
2020-03-22,14:36:45.646,0.104980, 0.141113, 0.965088,-28.999329, 22.857666, 5.844116, rivka
2020-03-22,14:36:45.676,0.110107, 0.193115, 0.947754,-19.744873, 22.705078, 3.494263, rivka
2020-03-22,14:36:45.702,-0.146240, 0.124268, 0.822021,-0.885010, -13.214111, -20.080566, rivka
2020-03-22,14:36:45.728,0.072266, 0.076904, 0.974609,-3.189087, -0.732422, -1.777649, rivka
2020-03-22,14:36:45.754,0.088135, 0.127930, 0.972900,-1.594543, 3.143311, -4.661560, rivka
2020-03-22,14:36:45.781,0.056396, 0.056641, 0.963623,-3.486633, 5.767822, -2.464294, rivka
2020-03-22,14:36:45.807,0.010986, 0.090332, 1.072998,-7.553101, 1.502991, -3.211975, rivka
2020-03-22,14:36:45.832,0.018555, -0.001709, 1.002930,7.164001, 0.587463, -13.931274, rivka
2020-03-22,14:36:45.858,0.038086, -0.032715, 1.011475,0.076294, 8.460999, -10.444641, rivka
2020-03-22,14:36:45.886,-0.045166, 0.117920, 1.006592,0.984192, 6.378174, -4.753113, rivka
2020-03-22,14:36:45.912,0.081299, 0.030273, 0.968750,1.159668, 6.217957, -9.895325, rivka
2020-03-22,14:36:45.937,0.008545, 0.059814, 0.976807,7.194519, 7.881165, -14.015198, rivka
2020-03-22,14:36:45.963,0.025879, 0.083984, 0.980469,0.114441, -0.732422, -7.560730, rivka
2020-03-22,14:36:45.989,0.079346, 0.221924, 0.951904,-10.833740, 14.076233, 5.790710, rivka
2020-03-22,14:36:46.015,0.127686, 0.176514, 1.038818,-24.803162, 17.768860, 27.145386, rivka
2020-03-22,14:36:46.043,0.049805, 0.064697, 1.037598,13.946533, 3.479004, 9.521484, rivka
2020-03-22,14:36:46.070,0.097168, 0.305420, 0.923340,-8.483887, 5.981445, 12.634277, rivka
2020-03-22,14:36:46.098,-0.020020, 0.113037, 0.875977,-61.996460, 19.790649, 41.297913, rivka
2020-03-22,14:36:46.124,0.257324, 0.217529, 0.776123,-19.111633, -7.568359, 50.521851, rivka
2020-03-22,14:36:46.155,-0.551514, -0.295166, 1.999939,207.458496, -69.992065, -100.326538, rivka
2020-03-22,14:36:46.182,-0.018311, -0.011230, 0.877197,99.044800, 10.253906, 8.300781, rivka
2020-03-22,14:36:46.207,0.103760, 0.191162, 0.867676,55.412292, 10.711670, 5.928040, rivka
2020-03-22,14:36:46.233,-0.146729, 0.545410, 1.271729,40.756226, -63.240051, -27.976990, rivka
2020-03-22,14:36:46.259,0.304688, 0.271729, 0.842773,22.827148, 56.510925, 32.028198, rivka
